"rank_score","path","name","extension","length","last_write_time","join_status"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\britain_free_parcel_plan.md","britain_free_parcel_plan.md",".md","3108","28.03.2026 17:17:58","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_unified_parcel_panel_bridge.js","aays_unified_parcel_panel_bridge.js",".js","22436","1.05.2026 14:01:59","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_panel.html","aays_step37_parcel_aq_panel.html",".html","3637","1.05.2026 03:10:29","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_runtime.js.bak_aays30_html_20260501_030914","aays_step36_parcel_aq_runtime.js.bak_aays30_html_20260501_030914",".bak_aays30_html_20260501_030914","9471","1.05.2026 02:04:08","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_list_runtime.js","aays_step37_parcel_aq_list_runtime.js",".js","11293","1.05.2026 04:14:46","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step37_parcel_aq_list_runtime.js.bak_aays30_html_20260501_030914","aays_step37_parcel_aq_list_runtime.js.bak_aays30_html_20260501_030914",".bak_aays30_html_20260501_030914","11277","1.05.2026 02:11:47","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0344__map_sales_history_parcels_city_London.txt","resp_0344__map_sales_history_parcels_city_London.txt",".txt","132180","2.05.2026 16:50:38","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0263__map_parcels_city_London_top_500.txt","resp_0263__map_parcels_city_London_top_500.txt",".txt","5858446","2.05.2026 16:49:34","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0262__map_parcels_city_London_limit_500.txt","resp_0262__map_parcels_city_London_limit_500.txt",".txt","5858446","2.05.2026 16:49:32","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_england_unified.geojson","air_quality_england_unified.geojson",".geojson","225988","1.05.2026 01:32:31","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0268__map_parcels_city_London_review_low.txt","resp_0268__map_parcels_city_London_review_low.txt",".txt","5858446","2.05.2026 16:49:45","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0343__map_sales_history_parcels_.txt","resp_0343__map_sales_history_parcels_.txt",".txt","132180","2.05.2026 16:50:38","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0270__map_parcels_city_London_detail_full.txt","resp_0270__map_parcels_city_London_detail_full.txt",".txt","5858446","2.05.2026 16:49:49","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0269__map_parcels_city_London_detail_light.txt","resp_0269__map_parcels_city_London_detail_light.txt",".txt","5858446","2.05.2026 16:49:47","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_aliases.json","scotland_city_aliases.json",".json","1623","28.03.2026 17:17:42","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\scotland_city_alias_qa.json","scotland_city_alias_qa.json",".json","5628","28.03.2026 17:17:21","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0347__map_sales_history_parcels_search_London.txt","resp_0347__map_sales_history_parcels_search_London.txt",".txt","132180","2.05.2026 16:50:39","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_assignments_england.json","region_assignments_england.json",".json","85091","21.03.2026 12:12:48","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_england.json","manifest_england.json",".json","126378","19.03.2026 19:30:09","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\manifest_scotland.json","manifest_scotland.json",".json","8532","28.03.2026 01:45:01","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\northern_ireland_free_parcel_feasibility.md","northern_ireland_free_parcel_feasibility.md",".md","2783","28.03.2026 17:23:11","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0346__map_sales_history_parcels_q_London.txt","resp_0346__map_sales_history_parcels_q_London.txt",".txt","132180","2.05.2026 16:50:38","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_panel.html","aays_step36_parcel_aq_panel.html",".html","3464","1.05.2026 03:10:29","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_panel.html.bak_aays30_html_20260501_030914","aays_step36_parcel_aq_panel.html.bak_aays30_html_20260501_030914",".bak_aays30_html_20260501_030914","3379","1.05.2026 02:04:37","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_runtime.js","aays_step36_parcel_aq_runtime.js",".js","9491","1.05.2026 04:14:46","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_data.js.bak_aays30_html_20260501_030914","aays_step36_parcel_aq_data.js.bak_aays30_html_20260501_030914",".bak_aays30_html_20260501_030914","3773551","1.05.2026 02:04:03","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\data\inspire\region_jobs\east\tiles\hf_large_upload_oyhcq_5_\east\parcels.pmtiles","parcels.pmtiles",".pmtiles","2022716821","26.03.2026 18:40:06","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0345__map_sales_history_parcels_location_London.txt","resp_0345__map_sales_history_parcels_location_London.txt",".txt","132180","2.05.2026 16:50:38","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_step36_parcel_aq_data.js","aays_step36_parcel_aq_data.js",".js","3787367","1.05.2026 04:14:43","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\air_quality_management_area_england.geojson","air_quality_management_area_england.geojson",".geojson","5047654","1.05.2026 01:13:48","candidate_only"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\aays_topography_bulk_visible_parcels_v1.js","aays_topography_bulk_visible_parcels_v1.js",".js","18886","1.05.2026 15:28:05","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0075__api_map_parcels_location_London.txt","resp_0075__api_map_parcels_location_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0505__parcels_parcel_id_signals_.txt","resp_0505__parcels_parcel_id_signals_.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0077__api_map_parcels_search_London.txt","resp_0077__api_map_parcels_search_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0076__api_map_parcels_q_London.txt","resp_0076__api_map_parcels_q_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0504__parcels_parcel_id_scores_city_London_detail_full.txt","resp_0504__parcels_parcel_id_scores_city_London_detail_full.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0073__api_map_parcels_.txt","resp_0073__api_map_parcels_.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0036__admin_parcel_linking_status_city_London_detail_full.txt","resp_0036__admin_parcel_linking_status_city_London_detail_full.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0503__parcels_parcel_id_scores_city_London_detail_light.txt","resp_0503__parcels_parcel_id_scores_city_London_detail_light.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0074__api_map_parcels_city_London.txt","resp_0074__api_map_parcels_city_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0089__api_map_parcels_city_London_detail_light.txt","resp_0089__api_map_parcels_city_London_detail_light.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0090__api_map_parcels_city_London_detail_full.txt","resp_0090__api_map_parcels_city_London_detail_full.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0079__api_map_parcels_area_London.txt","resp_0079__api_map_parcels_area_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0510__parcels_parcel_id_signals_town_London.txt","resp_0510__parcels_parcel_id_signals_town_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0078__api_map_parcels_town_London.txt","resp_0078__api_map_parcels_town_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0507__parcels_parcel_id_signals_location_London.txt","resp_0507__parcels_parcel_id_signals_location_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0506__parcels_parcel_id_signals_city_London.txt","resp_0506__parcels_parcel_id_signals_city_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0509__parcels_parcel_id_signals_search_London.txt","resp_0509__parcels_parcel_id_signals_search_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0508__parcels_parcel_id_signals_q_London.txt","resp_0508__parcels_parcel_id_signals_q_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0028__admin_parcel_linking_status_city_London_limit_500.txt","resp_0028__admin_parcel_linking_status_city_London_limit_500.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0098__api_parcels_limit_500.txt","resp_0098__api_parcels_limit_500.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0097__api_parcels_area_London.txt","resp_0097__api_parcels_area_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0029__admin_parcel_linking_status_city_London_top_500.txt","resp_0029__admin_parcel_linking_status_city_London_top_500.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_pycache_compile\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\estimated_candidate_geometry_builder.cpython-312.pyc","estimated_candidate_geometry_builder.cpython-312.pyc",".pyc","23077","11.05.2026 21:36:08","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0025__admin_parcel_linking_status_area_London.txt","resp_0025__admin_parcel_linking_status_area_London.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0024__admin_parcel_linking_status_town_London.txt","resp_0024__admin_parcel_linking_status_town_London.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0027__admin_parcel_linking_status_top_500.txt","resp_0027__admin_parcel_linking_status_top_500.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0026__admin_parcel_linking_status_limit_500.txt","resp_0026__admin_parcel_linking_status_limit_500.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0092__api_parcels_city_London.txt","resp_0092__api_parcels_city_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0093__api_parcels_location_London.txt","resp_0093__api_parcels_location_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0035__admin_parcel_linking_status_city_London_detail_light.txt","resp_0035__admin_parcel_linking_status_city_London_detail_light.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0091__api_parcels_.txt","resp_0091__api_parcels_.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0034__admin_parcel_linking_status_city_London_review_low.txt","resp_0034__admin_parcel_linking_status_city_London_review_low.txt",".txt","773","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0095__api_parcels_search_London.txt","resp_0095__api_parcels_search_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0096__api_parcels_town_London.txt","resp_0096__api_parcels_town_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0094__api_parcels_q_London.txt","resp_0094__api_parcels_q_London.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0502__parcels_parcel_id_scores_city_London_review_low.txt","resp_0502__parcels_parcel_id_scores_city_London_review_low.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0080__api_map_parcels_limit_500.txt","resp_0080__api_map_parcels_limit_500.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0415__parcels_.txt","resp_0415__parcels_.txt",".txt","33","2.05.2026 16:53:58","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0541__proxy_parcels_path_.txt","resp_0541__proxy_parcels_path_.txt",".txt","61","2.05.2026 16:54:58","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0460__parcels_parcel_id_context_city_London_limit_500.txt","resp_0460__parcels_parcel_id_context_city_London_limit_500.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0461__parcels_parcel_id_context_city_London_top_500.txt","resp_0461__parcels_parcel_id_context_city_London_top_500.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0522__parcels_parcel_id_signals_city_London_detail_full.txt","resp_0522__parcels_parcel_id_signals_city_London_detail_full.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0520__parcels_parcel_id_signals_city_London_review_low.txt","resp_0520__parcels_parcel_id_signals_city_London_review_low.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0451__parcels_parcel_id_context_.txt","resp_0451__parcels_parcel_id_context_.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0521__parcels_parcel_id_signals_city_London_detail_light.txt","resp_0521__parcels_parcel_id_signals_city_London_detail_light.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0452__parcels_parcel_id_context_city_London.txt","resp_0452__parcels_parcel_id_context_city_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_pycache_compile\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_sales_source_discovery_and_geometry.cpython-312.pyc","england_sales_source_discovery_and_geometry.cpython-312.pyc",".pyc","36431","11.05.2026 21:36:08","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0454__parcels_parcel_id_context_q_London.txt","resp_0454__parcels_parcel_id_context_q_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0453__parcels_parcel_id_context_location_London.txt","resp_0453__parcels_parcel_id_context_location_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_pycache_compile\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\app\etl\england_all_sales_candidate_geometry_builder.cpython-312.pyc","england_all_sales_candidate_geometry_builder.cpython-312.pyc",".pyc","32486","11.05.2026 21:36:08","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0455__parcels_parcel_id_context_search_London.txt","resp_0455__parcels_parcel_id_context_search_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0458__parcels_parcel_id_context_limit_500.txt","resp_0458__parcels_parcel_id_context_limit_500.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0459__parcels_parcel_id_context_top_500.txt","resp_0459__parcels_parcel_id_context_top_500.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0456__parcels_parcel_id_context_town_London.txt","resp_0456__parcels_parcel_id_context_town_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0457__parcels_parcel_id_context_area_London.txt","resp_0457__parcels_parcel_id_context_area_London.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0001__admin_parcel_linking_rebuild_.txt","resp_0001__admin_parcel_linking_rebuild_.txt",".txt","65","2.05.2026 16:47:46","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0083__api_map_parcels_city_London_top_500.txt","resp_0083__api_map_parcels_city_London_top_500.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_6.csv","scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_6.csv",".csv","163","2.05.2026 16:39:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0466__parcels_parcel_id_context_city_London_review_low.txt","resp_0466__parcels_parcel_id_context_city_London_review_low.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0088__api_map_parcels_city_London_review_low.txt","resp_0088__api_map_parcels_city_London_review_low.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0081__api_map_parcels_top_500.txt","resp_0081__api_map_parcels_top_500.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0511__parcels_parcel_id_signals_area_London.txt","resp_0511__parcels_parcel_id_signals_area_London.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0512__parcels_parcel_id_signals_limit_500.txt","resp_0512__parcels_parcel_id_signals_limit_500.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0082__api_map_parcels_city_London_limit_500.txt","resp_0082__api_map_parcels_city_London_limit_500.txt",".txt","53","2.05.2026 16:47:47","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0448__parcels_parcel_id_city_London_review_low.txt","resp_0448__parcels_parcel_id_city_London_review_low.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0515__parcels_parcel_id_signals_city_London_top_500.txt","resp_0515__parcels_parcel_id_signals_city_London_top_500.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0450__parcels_parcel_id_city_London_detail_full.txt","resp_0450__parcels_parcel_id_city_London_detail_full.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0449__parcels_parcel_id_city_London_detail_light.txt","resp_0449__parcels_parcel_id_city_London_detail_light.txt",".txt","62","2.05.2026 16:54:55","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0514__parcels_parcel_id_signals_city_London_limit_500.txt","resp_0514__parcels_parcel_id_signals_city_London_limit_500.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_8.csv","scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_8.csv",".csv","163","2.05.2026 16:39:57","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_7.csv","scan_terrayield_land_postgis_aays_wide_recovered_20260502_160636_7.csv",".csv","163","2.05.2026 16:39:57","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0513__parcels_parcel_id_signals_top_500.txt","resp_0513__parcels_parcel_id_signals_top_500.txt",".txt","62","2.05.2026 16:54:56","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_super_wide\super_20260502_163947\scan_terrayield_land_postgis_postgres.csv","scan_terrayield_land_postgis_postgres.csv",".csv","698","2.05.2026 16:39:58","candidate_only"
"3","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_ultra_one_window\ultra_20260502_164631\resp_0023__admin_parcel_linking_status_search_London.txt","resp_0023__admin_parcel_linking_status_search_London.txt",".txt","773","2.05.2026 16:47:46","candidate_only"
