"verification_id","listing_id","listing_url","listing_url_canonical","ask_price","price_per_m2","normalized_area_m2","postcode_standardized","local_authority_standardized","geometry_verdict","geometry_evidence_type","geometry_uncertainty_m","field_confidence_json","side_lengths_m_json","perimeter_m","source_urls_json","decision_reason","verified_polygon_geojson","source_polygon_original_site_status","risk_label","acceptance_status","policy_reason"
"L4-00850-OTM-17277793","OTM-17277793","https://www.onthemarket.com/details/17277793/","https://www.onthemarket.com/details/17277793/","373973.0","27.389043","13654.11","SW5","Kensington and Chelsea","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17277793/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00851-OTM-17277828","OTM-17277828","https://www.onthemarket.com/details/17277828/","https://www.onthemarket.com/details/17277828/","535135.0","27.38904","19538.29","SW5","Kensington and Chelsea","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17277828/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00964-OTM-17510501","OTM-17510501","https://www.onthemarket.com/details/17510501/","https://www.onthemarket.com/details/17510501/","1000000.0","2185.028187","457.66","SW19","Merton","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17510501/"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/properties/17510501/1608806851/image-0-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17510501/1608806851/image-1-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17510501/1608806851/image-2-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-00991-OTM-17567927","OTM-17567927","https://www.onthemarket.com/details/17567927/","https://www.onthemarket.com/details/17567927/","1999950.0","407.738666","4904.98","TW3 3TU","Hounslow","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17567927/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17567927/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01003-OTM-17591025","OTM-17591025","https://www.onthemarket.com/details/17591025/","https://www.onthemarket.com/details/17591025/","100000.0","4.976981","20092.5","CR2","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17591025/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17591025/?form-name=details-contact"",""https://media.onthemarket.com/properties/17591025/1584393894/image-0-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17591025/1584393894/image-1-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17591025/1584393894/image-2-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17591025/1584393894/image-3-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17591025/1584393894/image-4-1024x1024.jpg/"",""https://media.onthemarket.com/agents/branches/51201/190425100439901/logo-190x100.jpg/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-01028-OTM-17638486","OTM-17638486","https://www.onthemarket.com/details/17638486/","https://www.onthemarket.com/details/17638486/","90000.0","773.794171","116.31","NW2","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17638486/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17638486/?form-name=details-contact"",""https://www.onthemarket.com/agents/branch/tcl-estates-and-management-north-finchley/"",""https://www.onthemarket.com/agents/branch/tcl-estates-and-management-north-finchley/properties/?search-type=for-sale&under-offer=true"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;ppm_above_5000"
"L4-01038-OTM-17651556","OTM-17651556","https://www.onthemarket.com/details/17651556/","https://www.onthemarket.com/details/17651556/","675000.0","27.389045","24644.89","KT1 4ED","Richmond upon Thames","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17651556/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01039-OTM-17653723","OTM-17653723","https://www.onthemarket.com/details/17653723/","https://www.onthemarket.com/details/17653723/","50000.0","712.04785","70.22","CR8","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17653723/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17653723/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;ppm_above_5000"
"L4-01050-OTM-17669286","OTM-17669286","https://www.onthemarket.com/details/17669286/","https://www.onthemarket.com/details/17669286/","1500000.0","773.76623","1938.57","EN5","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17669286/"",""https://publicaccess.barnet.gov.uk/online-applications/search.do/?action=simple&searchType=Application"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/agents/companies/14128/250211145132343/logo-190x100.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01164-OTM-17832713","OTM-17832713","https://www.onthemarket.com/details/17832713/","https://www.onthemarket.com/details/17832713/","745000.0","392.599112","1897.61","M11","Waltham Forest","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17832713/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17832713/?form-name=details-contact"",""https://alto2-live.s3.amazonaws.com/gzSRjadlM7XBTyNfN04yfJUDWqM/2IJrvYC0Izt1ItHFOK6vZsZOJZo/Brochure/[0]/LjoexiIdwUWhHxTA8fqUsA.pdf/"",""https://media.onthemarket.com/properties/17832713/1591869928/image-1-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01217-OTM-17888180","OTM-17888180","https://www.onthemarket.com/details/17888180/","https://www.onthemarket.com/details/17888180/","8500000.0","27.389042","310343.09","SW1P","Westminster","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17888180/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17888180/?form-name=details-contact"",""https://www.onthemarket.com/agents/branch/liv-international-swiss-cottage/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01249-OTM-17933968","OTM-17933968","https://www.onthemarket.com/details/17933968/","https://www.onthemarket.com/details/17933968/","320000.0","2026.727468","157.89","N10","Haringey","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17933968/"",""https://www.onthemarket.com/agents/"",""https://media.onthemarket.com/agents/companies/14128/250211145132343/logo-190x100.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;price_above_3000000;ppm_above_5000"
"L4-00002-OTM-17945851","OTM-17945851","https://www.onthemarket.com/details/17945851/","https://www.onthemarket.com/details/17945851/","1250000.0","9255.831174","135.05","DY10","Wyre Forest","derived_multi_signal","multi_signal_non_rectangular_candidate","18.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_multi_signal."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","[6.862,3.906,7.307,3.906,6.862,3.906,7.307,3.906]","43.962","[""https://www.onthemarket.com/details/17945851/""]","Non-rectangular candidate with multiple independent sale signals. Not verified boundary.","","unknown_not_verified","critical","manual_review","no_verified_polygon;multi_signal_candidate;price_above_3000000;ppm_above_5000"
"L4-01267-OTM-17967212","OTM-17967212","https://www.onthemarket.com/details/17967212/","https://www.onthemarket.com/details/17967212/","235000.0","27.389054","8580.07","TW2","Richmond upon Thames","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17967212/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-01290-OTM-17994681","OTM-17994681","https://www.onthemarket.com/details/17994681/","https://www.onthemarket.com/details/17994681/","150000.0","15.166513","9890.21","A21","Bromley","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/17994681/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/17994681/?form-name=details-contact"",""https://media.onthemarket.com/properties/17994681/1587332582/image-0-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-1-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-2-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-3-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-4-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-5-1024x1024.jpg/"",""https://media.onthemarket.com/properties/17994681/1587332582/image-6-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
"L4-01335-OTM-18066851","OTM-18066851","https://www.onthemarket.com/details/18066851/","https://www.onthemarket.com/details/18066851/","5000.0","426.62116","11.72","DA14 4BE","Bexley","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18066851/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/18066851/?form-name=details-contact"",""https://alto2-live.s3.amazonaws.com/DvF6Cu7JtYHFSMd5zsrCzxds8us/h0kaPPUbFfa5OIXzFuq_o5R279c/Brochure/[0]/RPOEMl-C5E6EsIr8StWkJQ.pdf/"",""https://www.onthemarket.com/agents/branch/readings-property-group-leicester/"",""https://media.onthemarket.com/properties/18066851/1593565879/image-0-1024x1024.jpg/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;ppm_above_5000"
"L4-01343-OTM-18084236","OTM-18084236","https://www.onthemarket.com/details/18084236/","https://www.onthemarket.com/details/18084236/","700000.0","27.389038","25557.67","HA5","Harrow","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18084236/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01345-OTM-18087053","OTM-18087053","https://www.onthemarket.com/details/18087053/","https://www.onthemarket.com/details/18087053/","15000.0","123.813454","121.15","TW13","Hounslow","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18087053/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/18087053/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;ppm_above_5000"
"L4-01360-OTM-18109724","OTM-18109724","https://www.onthemarket.com/details/18109724/","https://www.onthemarket.com/details/18109724/","1000000.0","1525.832342","655.38","CR0","Croydon","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18109724/"",""https://publicaccess3.croydon.gov.uk/online-applications/search.do/?action=simple&searchType=Application"",""https://publicaccess3.croydon.gov.uk/online-applications/applicationDetails.do/?activeTab=documents&keyVal=S7T3RSJLHUV00"",""https://publicaccess3.croydon.gov.uk/online-applications/files/DD83CA706D19962C13202D1CAA86DE1D/pdf/24_00279_OUT-AMENDMENT___THE_LOCATION_PLAN-4069353.pdf/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/floorplanbg.png/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;price_above_3000000;ppm_above_5000"
"L4-01362-OTM-18109783","OTM-18109783","https://www.onthemarket.com/details/18109783/","https://www.onthemarket.com/details/18109783/","350000.0","145.161959","2411.1","N20","Barnet","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18109783/"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/agents/contact/18109783/?form-name=details-contact"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;price_above_3000000;ppm_above_5000"
"L4-01409-OTM-18173176","OTM-18173176","https://www.onthemarket.com/details/18173176/","https://www.onthemarket.com/details/18173176/","265000.0","640.2358","413.91","EN1","Enfield","derived_ai_visual","visual_hint_assisted_candidate","28.0","{""area_m2"":{""reason"":""Area m2 value available."",""status"":""high""},""ask_price"":{""reason"":""Numeric ask price parsed."",""status"":""high""},""listing_url"":{""reason"":""Canonical HTTPS listing URL available."",""status"":""high""},""location"":{""reason"":""Postcode present."",""status"":""high""},""parcel_geometry"":{""reason"":""Geometry verdict is derived_ai_visual."",""status"":""medium""},""price_per_m2"":{""reason"":""Computed from ask_price and area_m2."",""status"":""high""},""sale_year"":{""reason"":""Sale year not available in current open listing feed fields."",""status"":""no_data""},""sales_region"":{""reason"":""Local authority present."",""status"":""high""}}","","","[""https://www.onthemarket.com/details/18173176/"",""https://planningandbuildingcontrol.enfield.gov.uk/online-applications/search.do/?action=simple&searchType=Application"",""https://www.onthemarket.com/agents/"",""https://www.onthemarket.com/assets/images/icons/map/map-pill.png/""]","Visual/photo hints exist, but not georeferenced. Candidate remains derived only.","","unknown_not_verified","critical","manual_review","no_verified_polygon;ai_visual_candidate;area_above_25000;ppm_above_5000"
