"path","extension","length","has_group_column","has_bbox_column","has_parcel_or_geometry","sample"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\future_growth\flood_stub.json",".json","349","False","True","False","[
  {
    ""feature_type"": ""flood_zone"",
    ""external_id"": ""EA-FZ3-0001"",
    ""name"": ""Flood Zone 3 Sample Area"",
    ""geography_level"": ""SITE"",
    ""local_authority_code"": ""westminster"",
    ""publication_date"": ""2025-08-22"",
    ""data_date"":"
"C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\sample_data\future_growth\greenspace_stub.json",".json","337","False","True","False","[
  {
    ""feature_type"": ""greenspace"",
    ""external_id"": ""OSGS-0001"",
    ""name"": ""Example Open Greenspace"",
    ""geography_level"": ""SITE"",
    ""local_authority_code"": ""southwark"",
    ""publication_date"": ""2025-12-01"",
    ""data_date"": ""202"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\aays-112-parcel-elevation-evidence-export-20260519.csv",".csv","27594","False","True","True","parcel_id,source_listing_id,listing_url,local_authority,postcode_area,centroid_lon,centroid_lat,geometry_source,geometry_confidence,dem_source,dem_product,dem_resolution_m,dem_vertical_datum,elevation_centroid_m_asl,elevation_mean_m_asl,elevation_min"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate016_coverage_groups_final_candidate.csv",".csv","1682","True","False","False","""agent_id"",""candidate_id"",""parcel_group_id"",""coverage_method"",""coverage_truth_score_4"",""source_url"",""source_file"",""notes"""
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate016_parcel_group_join_final_candidate.csv",".csv","101","True","False","True","program_parcel_id,parcel_group_id,match_method,match_confidence,source_file,geometry_field,notes"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_agent_coverage_join_check.json",".json","154","True","False","False","{
    ""agent_rows"":  4,
    ""coverage_rows"":  4,
    ""join_ready_rows"":  0,
    ""blocker"":  ""no confirmed agent parcel_group_id coverage rows""
}
"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_group_and_parcel_schema_FIXED.csv",".csv","319","True","True","True","""file_type"",""column"",""looks_like_group_id"",""looks_like_bbox"",""looks_like_latlon"""
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_group_seed_schema.csv",".csv","131","True","False","True","""column"",""looks_like_group_id"",""looks_like_lat"",""looks_like_lon"",""looks_like_bounds"""
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate018_spatial_parcel_join_candidate.csv",".csv","101","True","False","True","program_parcel_id,parcel_group_id,match_method,match_confidence,source_file,geometry_field,notes"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate019_agent_parcel_join_resolution.csv",".csv","594","True","False","False","""agent_id"",""postcode"",""parcel_group_id"",""join_status"",""blocker"""
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate_agent_coverage_groups_final.csv",".csv","1529","True","False","False","""candidate_id"",""coverage_status"",""coverage_parcel_group_ids"",""reason"""
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate_agent_coverage_groups_final_TEMPLATE_014.csv",".csv","110","True","False","False","agent_id,candidate_id,parcel_group_id,coverage_method,coverage_truth_score_4,source_url,source_file,notes"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\estate_agent_coverage_groups_template_012.csv",".csv","110","True","False","False","agent_id,candidate_id,parcel_group_id,coverage_method,coverage_truth_score_4,source_file,source_url,notes"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\real100_parcel_master_probe_deep.json",".json","136076","True","False","False","[
    {
        ""FullName"":  ""C:\\Users\\cagda\\Documents\\GitHub\\AAYS\\tmp\\ai_web_verification_fast_parallel_009_125\\FAST_RUN_MASTER_SUMMARY.json"",
        ""Length"":  53849,
        ""LastWriteTime"":  ""\/Date(1779574171109)\/""
    },
    {
"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\terrayield_parcel_group_join_final_TEMPLATE_014.csv",".csv","101","True","False","True","program_parcel_id,parcel_group_id,match_method,match_confidence,source_file,geometry_field,notes"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\contractor-004-exports\contractor_group_coverage_template.csv",".csv","101","True","False","False","parcel_group_id,contractor_id,source_url,evidence_score_4,coverage_score_10,accepted,blocker_reason"
"C:\AAYS_GITHUB_BRIDGE_CLEAN2\ai-results\contractor-004-exports\parcel_group_coverage_scores_EMPTY.csv",".csv","87","True","False","False","parcel_group_id,contractor_count,verified_source_count,coverage_score_10,status,notes"
