"score","path","extension","length","parcel_col","group_col","lat_col","lon_col","geom_col","can_direct_join","can_bbox_join","can_geometry_review"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\052_super_mega_continue_safe_20260505_044248\jobs\parcel_key_plan.json",".json","999","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\terrayield_land_intelligence\.aays_next_fix\057_wide_manifest_continue_safe_20260505_110205\topics\risk_register.json",".json","633","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_sample_points_with_air_quality.geojson",".geojson","36916150","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\remaining_low_current_review.geojson",".geojson","360041","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L2_MEDIUM_sample_with_air_quality.geojson",".geojson","9307056","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_topography_L4_HIGH_sample_with_air_quality.geojson",".geojson","27609135","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\remaining_low_review_points.geojson",".geojson","702309","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\estate017_parcel_schema_deep_samples.csv",".csv","35916","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-points.geojson",".geojson","12639834","","","","","","no","no","no"
"4","E:\AAYS_DATA\estate_agents\estate_agent_parcel_join_required_inputs_007.csv",".csv","563","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\poi\east_england-lines.geojson",".geojson","11350198","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\meta\britain_parcel_coverage_index.json",".json","177195","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade.geojson",".geojson","82757992","","","","","","no","no","no"
"4","C:\Users\cagda\Documents\GitHub\AAYS\england_map_web\data\parcel_security_scores_uplift_no_downgrade_with_air_quality.geojson",".geojson","112813042","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_072\READY_TO_SELL_AI_VERIFICATION_BATCH_072_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_083\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_083.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_071\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_071.csv",".csv","10026","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_041\READY_TO_SELL_AI_VERIFICATION_BATCH_041_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_040\READY_TO_SELL_AI_VERIFICATION_BATCH_040_SUMMARY.json",".json","399","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_073\READY_TO_SELL_AI_VERIFICATION_BATCH_073_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_083\READY_TO_SELL_AI_VERIFICATION_BATCH_083_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_040\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_040.csv",".csv","10301","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_072\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_072.csv",".csv","10259","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_069\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_069.csv",".csv","10206","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_070\READY_TO_SELL_AI_VERIFICATION_BATCH_070_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_043\READY_TO_SELL_AI_VERIFICATION_BATCH_043_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_084\READY_TO_SELL_AI_VERIFICATION_BATCH_084_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_069\READY_TO_SELL_AI_VERIFICATION_BATCH_069_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_042\READY_TO_SELL_AI_VERIFICATION_BATCH_042_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_041\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_041.csv",".csv","10066","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_042\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_042.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_070\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_070.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_071\READY_TO_SELL_AI_VERIFICATION_BATCH_071_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_081\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_081.csv",".csv","10053","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_078\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_078.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_078\READY_TO_SELL_AI_VERIFICATION_BATCH_078_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_077\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_077.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_082\READY_TO_SELL_AI_VERIFICATION_BATCH_082_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_080\READY_TO_SELL_AI_VERIFICATION_BATCH_080_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_080\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_080.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_079\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_079.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_081\READY_TO_SELL_AI_VERIFICATION_BATCH_081_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_079\READY_TO_SELL_AI_VERIFICATION_BATCH_079_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_075\READY_TO_SELL_AI_VERIFICATION_BATCH_075_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_075\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_075.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_074\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_074.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_073\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_073.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_074\READY_TO_SELL_AI_VERIFICATION_BATCH_074_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_077\READY_TO_SELL_AI_VERIFICATION_BATCH_077_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_082\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_082.csv",".csv","10252","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_039\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_039.csv",".csv","10185","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_076\READY_TO_SELL_AI_VERIFICATION_BATCH_076_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_076\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_076.csv",".csv","10056","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_043\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_043.csv",".csv","10198","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_057\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_057.csv",".csv","10066","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_058\READY_TO_SELL_AI_VERIFICATION_BATCH_058_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_058\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_058.csv",".csv","10196","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_050\READY_TO_SELL_AI_VERIFICATION_BATCH_050_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_057\READY_TO_SELL_AI_VERIFICATION_BATCH_057_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_049\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_049.csv",".csv","10734","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_060\READY_TO_SELL_AI_VERIFICATION_BATCH_060_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_060\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_060.csv",".csv","10063","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_061\READY_TO_SELL_AI_VERIFICATION_BATCH_061_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_059\READY_TO_SELL_AI_VERIFICATION_BATCH_059_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_049\READY_TO_SELL_AI_VERIFICATION_BATCH_049_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_059\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_059.csv",".csv","10334","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_056\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_056.csv",".csv","10205","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_053\READY_TO_SELL_AI_VERIFICATION_BATCH_053_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_053\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_053.csv",".csv","10686","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_054\READY_TO_SELL_AI_VERIFICATION_BATCH_054_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_051\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_051.csv",".csv","10202","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_052\READY_TO_SELL_AI_VERIFICATION_BATCH_052_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_052\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_052.csv",".csv","10026","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_055\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_055.csv",".csv","10193","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_056\READY_TO_SELL_AI_VERIFICATION_BATCH_056_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_050\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_050.csv",".csv","10062","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_054\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_054.csv",".csv","11220","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_055\READY_TO_SELL_AI_VERIFICATION_BATCH_055_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_051\READY_TO_SELL_AI_VERIFICATION_BATCH_051_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_066\READY_TO_SELL_AI_VERIFICATION_BATCH_066_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_045\READY_TO_SELL_AI_VERIFICATION_BATCH_045_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_066\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_066.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_064\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_064.csv",".csv","10360","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_065\READY_TO_SELL_AI_VERIFICATION_BATCH_065_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_065\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_065.csv",".csv","10338","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_067\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_067.csv",".csv","10049","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_068\READY_TO_SELL_AI_VERIFICATION_BATCH_068_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_068\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_068.csv",".csv","10062","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_067\READY_TO_SELL_AI_VERIFICATION_BATCH_067_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_044\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_044.csv",".csv","10069","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_044\READY_TO_SELL_AI_VERIFICATION_BATCH_044_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_064\READY_TO_SELL_AI_VERIFICATION_BATCH_064_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_062\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_062.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_048\READY_TO_SELL_AI_VERIFICATION_BATCH_048_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_047\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_047.csv",".csv","10335","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_061\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_061.csv",".csv","10521","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_048\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_048.csv",".csv","10208","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_062\READY_TO_SELL_AI_VERIFICATION_BATCH_062_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_045\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_045.csv",".csv","10159","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_063\READY_TO_SELL_AI_VERIFICATION_BATCH_063_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_063\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_063.csv",".csv","10301","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_047\READY_TO_SELL_AI_VERIFICATION_BATCH_047_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_046\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_046.csv",".csv","10249","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_046\READY_TO_SELL_AI_VERIFICATION_BATCH_046_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_084\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_084.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_114\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_114.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_115\READY_TO_SELL_AI_VERIFICATION_BATCH_115_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_115\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_115.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\planning_test_raw\planning_data_brownfield\20260506T140011Z.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\parcel_use6_handoff_test\parcel_use6_london_postgres_50step_handoff_20260513_033121\templates\parcel_use6_evidence_template.json",".json","175","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_114\READY_TO_SELL_AI_VERIFICATION_BATCH_114_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_117\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_117.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_118\READY_TO_SELL_AI_VERIFICATION_BATCH_118_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_118\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_118.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_116\READY_TO_SELL_AI_VERIFICATION_BATCH_116_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_116\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_116.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_117\READY_TO_SELL_AI_VERIFICATION_BATCH_117_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_113\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_113.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_110\READY_TO_SELL_AI_VERIFICATION_BATCH_110_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_110\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_110.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_111\READY_TO_SELL_AI_VERIFICATION_BATCH_111_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_109\READY_TO_SELL_AI_VERIFICATION_BATCH_109_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_109\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_109.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\planning_test_raw\planning_data_brownfield\20260510T204249Z.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\planning_test_raw\planning_data_brownfield\20260510T202435Z.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\planning_test_raw\planning_data_brownfield\20260506T200813Z.geojson",".geojson","337","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_113\READY_TO_SELL_AI_VERIFICATION_BATCH_113_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_111\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_111.csv",".csv","9928","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_112\READY_TO_SELL_AI_VERIFICATION_BATCH_112_SUMMARY.json",".json","400","","","","","","no","no","no"
"2","C:\Users\cagda\Documents\GitHub\AAYS\tmp\ai_web_verification_fast_parallel_009_125\BATCH_112\READY_TO_SELL_AI_VERIFIED_PATCH_BATCH_112.csv",".csv","9928","","","","","","no","no","no"
