candidate_id,parcel_id,sale_year,sale_date,sale_price_gbp,sale_area_m2,sale_price_per_m2_gbp,property_type,address,postcode,source_file,source_type,source_score
207,england:east-riding-of-yorkshire-council:50993080,2007,2007-12-14,180000.0,,,T,"183A, QUEEN STREET, WITHERNSEA",HU19 2JR,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
208,england:east-riding-of-yorkshire-council:63537859,2026,2026-01-23,235000.0,,,S,"27, WESTGATE, HULL",HU12 0NA,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
209,england:east-riding-of-yorkshire-council:34558064,2026,2026-02-06,157500.0,,,S,"13, LEONARD CLOSE, HULL",HU12 8AH,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
210,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,T,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
211,england:east-staffordshire-borough-council:52164273,2025,2025-05-01,135000.0,,,O,"40, HIGH STREET, UTTOXETER",ST14 5JU,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
212,england:mid-sussex-district-council:44527263,2026,2026-02-13,100000.0,,,F,"24, GREAT HOUSE COURT, EAST GRINSTEAD",RH19 4HE,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
213,england:preston-city-council:19256857,2023,2023-02-01,15000.0,,,F,"JUBILEE COURT, UNIT 62A, FYLDE ROAD, PRESTON",PR1 2XP,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
214,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
215,england:west-northamptonshire-council:30963196,2025,2025-06-05,105000.0,,,S,"2, BIRKDALE CLOSE, NORTHAMPTON",NN2 7PD,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
216,england:west-northamptonshire-council:30737694,2026,2026-01-30,270000.0,,,S,"26, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
217,england:west-northamptonshire-council:30737694,2025,2025-03-31,210000.0,,,T,"17, ST DUNSTANS RISE, NORTHAMPTON",NN4 9XL,D:\sold_buildings\processed\external_sales_collected_20260429T214950Z.csv,TRANSACTION_HISTORY_CANDIDATE,100.0
